AAPL,AMC,FCEL,GME,GOOGL,JNJ,MSFT,TSLA
24.373960494995117,189.00271606445312,227.52000427246094,6.288958549499512,26.412099838256836,79.94759368896484,40.23284912109375,14.620667457580566
23.687299728393555,184.13565063476562,220.32000732421875,6.460137844085693,25.908843994140625,79.38924407958984,39.86288070678711,14.005999565124512
23.68953514099121,185.6105499267578,208.8000030517578,6.268491744995117,25.26943016052246,78.9991455078125,39.27779769897461,14.085332870483398
24.02170753479004,188.6339874267578,207.36000061035156,6.195927143096924,25.195112228393555,80.74309539794922,39.776832580566406,14.063332557678223
24.944683074951172,190.47756958007812,211.67999267578125,6.268491744995117,25.28289794921875,81.37796783447266,40.94699478149414,14.041333198547363
24.9714412689209,198.14682006835938,205.9199981689453,6.004281044006348,24.974159240722656,80.26887512207031,40.60282897949219,13.77733325958252
24.356122970581055,202.7188720703125,201.60000610351562,6.283376693725586,24.79161262512207,79.99349975585938,40.095191955566406,13.480667114257812
24.572368621826172,201.7602081298828,195.83999633789062,6.097312927246094,25.028026580810547,80.13117980957031,39.888694763183594,13.616666793823242
24.478740692138672,202.35008239746094,180.0,6.737371444702148,25.23401641845703,79.54985046386719,39.54452133178711,12.845999717712402
23.81438446044922,201.24395751953125,158.39999389648438,6.411758899688721,25.138254165649414,78.39485168457031,39.131526947021484,12.791333198547363
23.62934112548828,199.5478973388672,164.16000366210938,6.763420581817627,25.459957122802734,79.5804672241211,39.78544235229492,12.871333122253418
24.23796844482422,199.0316925048828,156.9600067138672,6.711322784423828,25.43402099609375,77.47698211669922,39.91450881958008,12.795332908630371
24.423004150390625,200.13784790039062,161.27999877929688,6.854593753814697,25.955230712890625,77.94358825683594,39.51011276245117,13.104666709899902
25.058382034301758,204.7836151123047,161.27999877929688,6.9066901206970215,26.798641204833984,79.36628723144531,40.55120849609375,13.441332817077637
25.18769073486328,208.6920166015625,161.27999877929688,6.9587883949279785,27.030569076538086,78.17305755615234,40.59423065185547,13.419333457946777
25.21444320678711,209.94564819335938,182.8800048828125,7.100196361541748,26.76971435546875,78.21894836425781,40.447959899902344,13.770000457763672
24.331602096557617,210.0193328857422,192.9600067138672,7.122524261474609,25.99513053894043,78.0888671875,36.70516586303711,13.732000350952148
25.707130432128906,203.45628356933594,178.55999755859375,6.997862339019775,25.55821418762207,77.6222915649414,35.44036865234375,13.291333198547363
26.50748634338379,208.32330322265625,178.55999755859375,6.74853515625,25.598115921020508,78.31068420410156,36.1458854675293,13.680000305175781
26.119577407836914,207.36468505859375,172.8000030517578,6.558751106262207,26.811111450195312,76.59733581542969,34.7606315612793,13.573332786560059
26.447294235229492,208.54454040527344,169.9199981689453,6.852733135223389,26.544273376464844,77.12512969970703,35.51779556274414,14.062666893005371
26.45174789428711,213.92776489257812,181.44000244140625,6.977396011352539,26.599138259887695,78.37191009521484,35.79313278198242,14.557332992553711
26.654630661010742,216.14002990722656,177.1199951171875,6.8155198097229,26.240026473999023,77.53050994873047,35.99962615966797,14.569999694824219
26.84487533569336,217.0249481201172,180.0,6.828543663024902,26.42606544494629,78.37191009521484,36.52447509765625,14.732666969299316
26.618816375732422,216.95123291015625,178.55999755859375,6.839707374572754,26.62806510925293,77.33164978027344,36.49005126953125,14.490667343139648
26.795639038085938,221.0807647705078,178.55999755859375,6.917854309082031,26.398632049560547,76.32196807861328,36.447044372558594,14.498666763305664
27.310422897338867,222.55567932128906,182.8800048828125,7.0778703689575195,26.941287994384766,76.7579574584961,36.653541564941406,14.419333457946777
27.95054054260254,223.3668212890625,191.52000427246094,6.98111629486084,26.833555221557617,76.78086853027344,36.46425247192383,14.186667442321777
28.304174423217773,224.10418701171875,188.63999938964844,6.930878639221191,27.233068466186523,75.2970199584961,37.07513427734375,13.525333404541016
28.44294548034668,225.8003387451172,188.63999938964844,6.949485778808594,27.489931106567383,76.19959259033203,37.74626159667969,13.584667205810547
28.610807418823242,227.86509704589844,185.75999450683594,6.951347351074219,27.183191299438477,76.82679748535156,37.76359176635742,13.623332977294922
28.810007095336914,232.43722534179688,182.8800048828125,6.977396011352539,27.065481185913086,76.45963287353516,37.720279693603516,13.630666732788086
28.749576568603516,239.5165252685547,185.75999450683594,6.982975482940674,27.25501251220703,77.02565002441406,37.694271087646484,14.11400032043457
28.984582901000977,240.4751434326172,191.52000427246094,6.975533485412598,27.023086547851562,77.22594451904297,38.006229400634766,14.473999977111816
29.76795768737793,241.06517028808594,188.63999938964844,6.949485778808594,26.68392562866211,77.16432189941406,38.25751495361328,13.822667121887207
29.582181930541992,242.90863037109375,188.63999938964844,6.910412311553955,26.865976333618164,77.56485748291016,38.20552444458008,13.607333183288574
28.825674057006836,243.20359802246094,182.8800048828125,6.936460494995117,27.298904418945312,77.95769500732422,38.11887741088867,13.583999633789062
