Return,Volatility,Sharpe Ratio
0.12136897284069295,0.42025955894864925,0.09629762187420496
0.14588806784593067,0.44387880333179,0.15083608333453885
0.05207677462389454,0.4097872665232547,0.13165780389791543
0.0629427341191649,0.35490256557475297,0.3452553794891582
0.10534452180968616,0.4710952979152345,0.3304338758161941
0.0720298747452765,0.44797292154988805,0.2122371976724635
0.13011355153431717,0.41243952095374714,0.20260494165680978
0.006982368879432663,0.5258859567756032,0.05990717487417357
0.006039146109103569,0.40390191417356897,0.27654728415755764
0.0832166393601112,0.4321231305874559,0.17322179171506702
0.08480332644452535,0.43568721059860266,0.11404311594248216
0.08726816805670894,0.4726402038549837,0.08661887493858586
0.049181962790518,0.32963786857939975,0.3539638200360399
0.09488452525958282,0.3582994003835166,0.12861001455342488
0.02266684055745751,0.3597321614034138,0.416911268747914
0.06958918453166477,0.33836834226303036,0.35422564143933566
0.06382890401015355,0.449225981279003,0.23007541595439446
-0.029085803075230197,0.5556012261229796,-0.031100487512269088
0.15491768519686788,0.4423085150217584,0.20919601998309328
0.07696766766411856,0.47912182016020993,0.15191411710605535
0.13406333042085505,0.4372661693834697,0.19533421489966935
-0.003968289464361931,0.38148376484648394,0.23032699813268417
0.06770179818470301,0.4893990024955025,0.05285851361145104
0.09549756424269676,0.5355206728746503,0.05019732576646849
-0.006037038286461072,0.46675780342390966,0.21358683402976936
0.03298391690348942,0.37774113586741065,0.21773111934354433
0.07844979280112926,0.5606797177327664,0.01807881710571959
0.10889029996231958,0.39408967494890434,0.2138587328706206
0.05388296149484581,0.43789770938373884,0.1254423520083491
0.039029862077508935,0.5040160782170212,0.005017761452015582
0.049987187796188985,0.3260224310276578,0.6327119242593414
0.13124927852232704,0.6017951618202821,-0.007554755023002792
0.11756982426380892,0.4796785230086265,0.0810363336013192
-0.10518977409467276,0.415697141767387,0.09387028040828603
0.04420483009632018,0.4520313318005844,0.037828718323415944
0.12377237648571297,0.3761374486567392,0.07863262157902194
0.024699686433277582,0.47641866442528186,0.15132506110590496
0.09658265535742049,0.3429709917941471,0.4427524630420271
0.13602809886312078,0.4299622570574955,0.20220659033940563
0.008091694244140822,0.241116675906487,0.5522630415869023
0.06043231145233009,0.46341810257385113,0.04369468078106917
-0.0007194743241358877,0.39321584828344525,0.3511603241909162
0.04382266987926151,0.4631131684134599,0.1886777531737843
0.13296714216857042,0.3747582297915025,0.2369248303688773
0.08331331282770749,0.3638415388394458,0.32301816154935786
0.013588962398217826,0.5517767852573369,0.17190508759985615
0.07988207924031039,0.4286819413192338,0.10333929891954763
0.041182588517370465,0.3719861204573704,0.41046471452758987
0.14072176498545372,0.35585261688112085,0.4518937116277104
0.013443737301834964,0.5166446959495178,0.13112626855356202
0.12096194892163534,0.37563592386410466,0.4166328220624781
0.14424147233734874,0.3969021592631314,0.16101549823823036
0.13365220792593113,0.4794003192929525,0.12000154320334533
0.10597001601145353,0.45080884486371975,0.2493504108934373
0.023951932567910627,0.3512674285023451,0.26426120192311997
0.06628641372473441,0.33795216664851785,0.13699818749081652
0.1650752089166308,0.4585608741142825,0.18740777151528956
0.03690212657305876,0.4276775310190821,0.1527241460724749
0.05834826948597687,0.6029392239128054,0.11251937458944399
0.14832311630519318,0.37611601848075377,0.1772771510908215
0.09163721320168167,0.47335891336425623,-0.02340897603053273
0.06052390372990945,0.5045009408586798,0.23071570892364343
0.10006756750624779,0.4968281139066867,0.16028693589980617
-0.014072369118529562,0.3599328200401117,0.264019483825584
0.11480935307109003,0.4558686248721056,0.17289635460803512
0.03970064666069556,0.3555250903831805,0.1949760962701177
0.03993374821825194,0.4216697359254104,0.18275623368927726
0.03155767007523207,0.3031085341797518,0.5195357239332741
0.0999776866951017,0.4787225729198373,0.24473382564532162
0.02907484241252742,0.4056035755122072,0.037712171404714015
0.14520252001360395,0.4273940495691672,0.2912881488695304
0.08471639244583545,0.4937544216742302,0.045179373986026276
0.04580237350389933,0.5024166020003249,0.2258342339865159
-0.017655020956033822,0.4402590753745968,0.048207942586650045
0.04910579815330367,0.4617324126146312,0.13228621343565306
0.03350872056696535,0.35099354994802295,0.2181598230465801
0.09178388855530382,0.41209416578413216,0.092247897338904
0.10859740801003774,0.541449263815624,-0.004925870388540622
0.10144128597372917,0.3836662463714574,0.2969595345985721
0.028155976929631357,0.38247772829786636,0.395903713610716
0.04563186949582441,0.4750013602432091,0.034392190065949964
0.10320309298367425,0.3753467433784425,0.2611036656424592
0.05141286407598315,0.42362276407053456,0.14772474868728205
0.08764476826141554,0.5915312744710599,0.14401145658346434
0.06109540175465011,0.35707905878903906,0.25118514034345446
0.05985608586301103,0.38364010839793494,0.34112034656956713
0.10033139918486672,0.5021578041037855,0.23629577177547165
0.04007690817799709,0.5367997480956308,0.03803458684265446
0.0784128267696297,0.40475841962080994,0.23681478951110194
0.08634403627193701,0.5930487212357748,0.003926416194055187
0.10000884772747498,0.5310385882938274,0.1312977120162507
0.0779527942606274,0.5169620321496134,0.19618911932678826
0.05713908923704987,0.39486869701432004,0.31065726035229513
-0.0016932406034755043,0.6540870419035408,-0.08695593425567887
0.03512911022502847,0.5113636937527904,0.032720434197635
0.07683186095600134,0.25023102733314256,0.6758590384364586
0.042067568979275854,0.3357185513686414,0.3308104754862616
-0.06362882306784699,0.4378824530231178,0.31549055952069216
0.14448641883138608,0.358685036642312,0.3707708817366096
0.060350014266136634,0.4162583681137153,0.11371034822651607
0.153918657985006,0.42723300279321264,0.2144817244646662
0.1171852383098165,0.496895238138548,0.09907527090065289
0.008973734967845884,0.5318709894745993,0.0676633143259367
0.07878865924948202,0.44217567856401874,0.022105784714188788
0.04382639303681258,0.6065805481221945,0.09063578734726539
0.07756541801829708,0.3036370694199524,0.3943820415048214
0.07805641674176886,0.4707236698924667,0.055310008533909806
0.15979598138598933,0.4311087058509489,0.27628838398974087
0.08178134570523496,0.3502753084124955,0.28030685596221677
